date,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT04,WT02,WT06,WT08,WT09,WT03,WT05,PGTM
2015-08-30,1.3,0.0,0.0,0.0,21.1,27.2,15.6,140,160,4.5,5.8,,,,,,,,,
2015-08-31,3.2,0.0,0.0,0.0,22.7,30.0,16.1,270,270,8.9,11.6,,,,,1,,,,
2015-09-01,2.7,0.0,0.0,0.0,21.6,26.7,16.1,10,190,6.7,8.5,,,,,,,,,
2015-09-02,1.1,0.0,0.0,0.0,20.8,28.9,13.9,180,140,4.5,5.8,1,,,,,,,,
2015-09-03,1.9,0.5,0.0,0.0,23.1,30.0,17.8,50,60,7.2,9.4,1,,,,1,,1,,
2015-09-04,3.1,0.0,0.0,0.0,19.9,22.2,11.7,20,30,7.2,9.8,,,,,,,,,
2015-09-05,2.2,0.0,0.0,0.0,17.1,25.6,9.4,180,160,5.8,7.6,,,,,,,,,
2015-09-06,2.1,0.0,0.0,0.0,19.4,27.8,12.2,190,170,6.3,8.1,,,,,,,,,
2015-09-07,3.7,0.0,0.0,0.0,24.1,33.3,15.6,240,250,8.9,10.3,,,,,,,,,
2015-09-08,2.2,0.0,0.0,0.0,26.6,31.7,21.1,290,280,7.2,8.9,,,,,,,1,,
2015-09-09,2.6,0.8,0.0,0.0,23.5,30.0,18.3,190,200,7.6,10.7,1,,,,1,,1,,
2015-09-10,2.9,0.0,0.0,0.0,22.7,25.6,17.8,30,40,5.8,7.6,,,,,,,,,
2015-09-11,4.6,13.2,0.0,0.0,18.6,22.8,13.3,350,10,9.8,13.0,1,,,,,,,,
2015-09-12,2.2,0.0,0.0,0.0,16.9,23.3,10.6,150,140,5.8,7.6,,,,,,,,,
2015-09-13,4.5,14.0,0.0,0.0,15.9,16.7,15.0,70,70,7.6,9.8,1,,,,,,,,
2015-09-14,3.8,0.8,0.0,0.0,17.6,22.8,13.9,280,270,8.1,11.6,1,,,,,,,,
2015-09-15,3.2,0.0,0.0,0.0,20.4,28.3,13.9,240,280,6.7,8.9,,,,,,,,,
2015-09-16,2.4,0.0,0.0,0.0,21.4,29.4,15.0,180,240,5.4,7.6,,,,,,,,,
2015-09-17,1.4,0.0,0.0,0.0,21.3,27.8,15.0,180,200,4.5,5.4,1,,,,,,,,
2015-09-18,2.0,0.0,0.0,0.0,20.7,28.3,14.4,180,180,7.6,10.3,,,,,,,,,
2015-09-19,3.1,0.0,0.0,0.0,19.2,23.9,13.9,160,140,7.6,9.8,1,,,,,,,,
2015-09-20,4.5,0.3,0.0,0.0,19.2,22.2,8.9,340,320,8.9,11.6,,,,,,,,,
2015-09-21,1.8,0.0,0.0,0.0,13.9,20.6,6.7,50,60,6.3,7.6,,,,,,,,,
2015-09-22,1.5,0.0,0.0,0.0,13.4,18.3,8.9,90,90,5.4,6.7,,,,,,,,,
2015-09-23,1.4,0.0,0.0,0.0,14.8,23.3,7.2,150,150,4.5,5.8,1,,,,,,,,
2015-09-24,2.3,0.0,0.0,0.0,16.7,23.3,11.1,20,30,6.3,9.4,,,,,,,,,
2015-09-25,2.1,0.0,0.0,0.0,13.2,17.2,8.3,150,30,5.4,6.7,,,,,,,,,
2015-09-26,2.1,0.0,0.0,0.0,11.7,17.2,5.0,30,50,6.3,8.9,,,,,,,,,
2015-09-27,2.7,0.0,0.0,0.0,10.5,19.4,1.7,180,190,6.7,8.9,1,,,,,,,,
2015-09-28,3.1,0.0,0.0,0.0,15.7,23.3,8.3,180,190,7.2,8.9,,,,,,,,,
2015-09-29,3.4,8.6,0.0,0.0,19.2,23.9,17.2,190,190,6.7,9.8,1,,1,,,,,,
2015-09-30,5.1,141.2,0.0,0.0,17.9,20.6,12.2,30,20,12.5,17.0,1,,1,,,,,,
2015-10-01,6.0,0.0,0.0,0.0,13.5,16.7,10.0,10,30,9.4,12.5,,,,,,,,,
2015-10-02,5.5,0.0,0.0,0.0,10.9,12.8,8.3,10,20,9.4,13.4,,,,,,,,,
2015-10-03,5.7,0.0,0.0,0.0,10.3,14.4,6.7,30,30,10.7,15.7,,,,,,,,,
2015-10-04,3.4,0.0,0.0,0.0,9.1,14.4,3.3,50,50,7.6,9.8,,,,,,,,,
2015-10-05,1.5,0.0,0.0,0.0,8.8,16.1,1.7,70,70,4.5,5.4,1,,,,,,,,
2015-10-06,1.6,0.0,0.0,0.0,11.7,20.6,4.4,340,320,5.8,7.2,,,,,1,,,,
2015-10-07,1.8,0.0,0.0,0.0,11.6,19.4,5.0,160,160,5.4,6.3,,,,,,,,,
2015-10-08,2.2,0.0,0.0,0.0,11.5,17.2,5.0,350,340,6.3,7.6,,,,,1,,,,
2015-10-09,2.7,10.9,0.0,0.0,9.2,15.0,3.9,330,170,8.9,14.3,1,,,,,,,,
2015-10-10,3.7,0.0,0.0,0.0,10.0,13.3,4.4,310,310,10.3,13.0,,,,,,,,,
2015-10-11,3.4,0.0,0.0,0.0,11.6,20.0,7.2,240,260,7.6,9.8,,,,,,,,,
2015-10-12,1.8,0.0,0.0,0.0,14.5,21.1,6.7,160,170,5.8,7.6,1,,,,,,,,
2015-10-13,1.7,1.0,0.0,0.0,14.1,16.7,9.4,260,260,5.8,8.1,1,,1,,,,,,
2015-10-14,4.3,0.0,0.0,0.0,15.5,20.0,7.2,290,290,9.4,12.5,,,,,,,,,
2015-10-15,2.4,0.0,0.0,0.0,8.9,13.9,1.7,160,130,5.8,8.5,,,,,,,,,
2015-10-16,3.4,0.0,0.0,0.0,10.9,16.1,2.2,300,300,9.8,11.2,,,,,,,,,
2015-10-17,3.8,0.0,0.0,0.0,6.7,13.9,0.0,280,300,8.9,14.8,,,,,,,,,
2015-10-18,4.3,0.0,0.0,0.0,2.6,7.8,-2.7,340,340,10.3,14.8,,,,,,,,,
2015-10-19,2.9,1.0,0.0,0.0,1.4,8.9,-4.9,210,200,5.8,8.9,,,,,,,,,
2015-10-20,4.0,4.6,0.0,0.0,9.2,18.9,4.4,240,240,7.2,9.8,1,,,,,,,,
2015-10-21,2.4,0.0,0.0,0.0,11.4,14.4,8.9,60,60,6.7,8.1,,,,,,,,,
2015-10-22,3.2,0.5,0.0,0.0,12.9,18.3,11.1,290,130,5.8,7.6,1,,,,,,,,
2015-10-23,4.5,0.0,0.0,0.0,9.2,12.2,1.7,340,320,11.2,15.2,,,,,,,,,
2015-10-24,1.0,0.0,0.0,0.0,4.0,8.3,-1.6,330,330,4.0,5.4,,,,,1,,,,
2015-10-25,4.1,1.8,0.0,0.0,10.9,16.7,7.2,330,320,9.4,12.1,1,,,,,,,,
2015-10-26,2.2,0.0,0.0,0.0,8.2,12.2,-1.6,350,360,7.6,9.8,,,,,,,,,
2015-10-27,1.3,0.0,0.0,0.0,4.1,11.1,-2.1,180,160,4.0,5.4,,,,,,,,,
2015-10-28,4.7,24.6,0.0,0.0,4.6,15.0,-1.6,150,150,12.5,20.1,1,,,,,,,,
2015-10-29,5.4,15.5,0.0,0.0,16.2,22.8,11.7,160,160,13.4,21.5,1,,,,,,,,
2015-10-30,4.7,0.0,0.0,0.0,11.0,14.4,-0.5,290,280,12.5,15.2,,,,,,,,,
2015-10-31,1.8,0.0,0.0,0.0,3.8,10.6,-2.7,170,190,6.3,8.1,,,,,,,,,
2015-11-01,2.9,0.8,0.0,0.0,9.6,14.4,6.7,220,220,7.6,10.7,,,,,,,,,
2015-11-02,2.7,0.0,0.0,0.0,11.9,17.8,4.4,310,330,7.2,9.4,,,,,,,,,
2015-11-03,1.4,0.0,0.0,0.0,8.8,17.8,1.7,350,270,5.4,6.3,,,,,,,,,
2015-11-04,1.3,0.0,0.0,0.0,9.4,17.8,1.7,200,180,5.8,7.6,1,,,,,,,,
2015-11-05,1.3,0.0,0.0,0.0,9.9,20.0,3.9,150,150,4.0,5.4,1,,,,,,,,
2015-11-06,2.6,0.0,0.0,0.0,13.3,20.6,10.6,270,270,10.7,16.1,1,,,,,,,,
2015-11-07,4.9,0.0,0.0,0.0,15.6,18.3,5.0,290,290,11.2,14.8,,,,,,,,,
2015-11-08,4.3,0.0,0.0,0.0,7.8,11.7,2.2,320,320,10.3,14.8,,,,,,,,,
2015-11-09,1.6,0.0,0.0,0.0,5.6,14.4,-2.7,170,160,4.5,5.4,,,,,,,,,
2015-11-10,1.7,0.0,0.0,0.0,4.9,11.7,-1.6,30,30,4.5,6.3,,,,,,,,,
2015-11-11,4.7,1.3,0.0,0.0,7.1,8.3,6.1,360,10,8.9,13.0,,,,,,,,,
2015-11-12,3.1,5.8,0.0,0.0,6.7,11.7,3.9,190,180,7.2,9.4,1,,,,,,,,
2015-11-13,6.1,0.8,0.0,0.0,11.3,15.6,7.2,250,280,11.6,17.0,1,,,,,,,,
2015-11-14,6.1,0.0,0.0,0.0,6.6,7.8,-0.5,310,310,11.2,14.8,,,,,,,,,
2015-11-15,2.2,0.0,0.0,0.0,3.0,11.7,-3.2,270,240,6.3,8.5,,,,,,,,,
2015-11-16,3.3,0.0,0.0,0.0,4.2,12.2,-2.1,350,350,9.4,12.1,,,,,,,,,
2015-11-17,2.5,0.0,0.0,0.0,2.6,8.3,-3.8,360,20,6.3,7.2,,,,,,,,,
2015-11-18,1.4,0.0,0.0,0.0,0.7,8.3,-6.6,160,150,5.8,6.7,,,,,,,,,
2015-11-19,3.2,0.0,0.0,0.0,5.1,11.7,-1.0,160,150,7.6,10.7,,,,,,,,,
2015-11-20,4.5,37.3,0.0,0.0,12.0,15.0,1.7,150,150,11.2,15.7,1,,,,,,,,
2015-11-21,1.7,0.0,0.0,0.0,3.7,7.8,-2.1,40,30,5.8,7.2,,,,,,,,,
2015-11-22,2.4,3.8,0.0,0.0,1.9,5.6,-2.1,350,340,8.1,10.7,1,,,,,,,,
2015-11-23,5.1,3.3,0.0,0.0,3.2,5.6,-4.3,330,360,10.3,13.9,1,,,,,,,,
2015-11-24,1.7,0.0,0.0,0.0,-1.7,5.6,-7.7,280,290,6.7,8.5,,,,,,,,,
2015-11-25,1.3,0.0,0.0,0.0,0.2,5.0,-6.0,160,160,4.5,5.4,,,,,,,,,
2015-11-26,3.1,0.0,0.0,0.0,2.9,10.6,-4.3,190,190,8.9,13.4,,,,,,,,,
2015-11-27,4.1,0.0,0.0,0.0,11.1,16.1,8.3,220,230,8.1,10.7,,,,,,,,,
2015-11-28,2.9,5.3,0.0,0.0,9.1,13.9,-1.0,20,,6.3,,,,,,,,,,
2015-11-29,2.7,0.0,0.0,0.0,0.3,5.0,-4.3,350,140,6.3,10.7,,,,,,,,,
2015-11-30,2.2,0.0,0.0,0.0,-2.6,0.0,-7.1,160,160,4.5,6.3,,,,,,,,,
2015-12-01,1.2,2.0,0.0,0.0,-1.8,3.3,-7.1,230,230,4.0,4.9,1,,,,,,,,
2015-12-02,1.6,6.1,0.0,0.0,3.9,6.7,2.2,330,220,3.1,4.5,1,,,,,,,,
2015-12-03,3.4,5.1,0.0,0.0,5.5,7.2,1.1,280,310,10.3,13.4,1,,,,,,,,
2015-12-04,1.8,0.0,0.0,0.0,3.0,8.3,-3.2,260,280,5.8,6.7,,,,,,,,,
2015-12-05,1.1,0.0,0.0,0.0,2.4,10.6,-3.8,170,100,4.5,6.3,1,,,,,,,,
2015-12-06,0.7,0.0,0.0,0.0,2.0,10.6,-4.3,160,160,3.6,4.0,1,,,,,,,,
2015-12-07,2.2,0.0,0.0,0.0,3.1,13.9,-2.7,310,290,7.2,11.2,,,,,,,,,
2015-12-08,3.1,0.0,0.0,0.0,2.1,3.9,-0.5,50,20,6.3,9.4,,,,,,,,,
2015-12-09,1.8,0.0,0.0,0.0,1.5,7.2,0.0,180,200,5.4,8.9,,,,,,,,,
2015-12-10,2.6,0.3,0.0,0.0,8.0,11.7,3.3,170,170,5.8,8.1,1,,1,,,,,,
2015-12-11,1.2,0.0,0.0,0.0,6.7,8.9,1.1,210,200,4.5,6.3,1,,1,,,,,,
2015-12-12,1.7,0.0,0.0,0.0,6.9,13.9,1.1,290,270,4.0,5.4,1,,1,,,,,,
2015-12-13,1.3,0.0,0.0,0.0,4.9,8.3,2.2,80,100,3.6,4.5,,,,,,,,,
2015-12-14,1.8,5.8,0.0,0.0,6.2,8.9,4.4,90,90,5.8,7.2,1,,,,,,,,
2015-12-15,4.2,9.7,0.0,0.0,7.9,13.3,1.1,40,310,8.1,11.2,1,,,,,,,,
2015-12-16,2.2,0.0,0.0,0.0,2.2,5.6,-2.7,350,20,5.8,7.6,,,,,,,,,
2015-12-17,2.5,13.7,0.0,0.0,3.4,10.0,-1.6,160,170,5.8,8.5,1,,,,,,,,
2015-12-18,2.5,2.8,0.0,0.0,6.9,7.8,1.1,340,320,7.2,10.3,1,,,,,,,,
2015-12-19,5.1,0.0,0.0,0.0,1.9,4.4,-1.6,280,260,12.5,16.5,,,,,,,,,
2015-12-20,3.7,0.0,0.0,0.0,0.1,3.3,-3.2,290,320,11.2,15.2,,,,,,,,,
2015-12-21,2.2,0.0,0.0,0.0,1.2,8.3,-3.2,220,200,5.4,6.7,,,,,,,,,
2015-12-22,2.1,20.6,0.0,0.0,6.1,9.4,0.0,310,320,6.7,8.9,1,,,,,,,,
2015-12-23,2.6,7.1,0.0,0.0,2.8,8.3,-1.0,90,100,8.1,10.7,1,,1,,,,,,
2015-12-24,2.5,16.8,0.0,0.0,8.1,10.6,6.7,80,90,8.1,9.8,1,,1,,,,,,
2015-12-25,2.1,0.0,0.0,0.0,9.3,16.7,1.7,330,340,6.7,8.1,,,,,,,,,
2015-12-26,2.2,0.0,0.0,0.0,7.0,10.6,-0.5,330,340,8.9,11.6,,,,,,,,,
2015-12-27,3.0,11.7,0.0,0.0,4.6,6.1,0.6,320,320,8.9,11.2,1,,,,,,,,
2015-12-28,5.1,0.0,0.0,0.0,-1.9,1.1,-5.5,340,330,12.5,17.9,,,,,,,,,
2015-12-29,5.5,28.4,178.0,100.0,-6.7,-4.9,-8.2,40,30,8.9,12.1,1,1,1,,,,,,
2015-12-30,2.5,1.8,8.0,150.0,-6.1,-2.1,-7.7,10,360,6.3,7.6,1,,,1,1,,,,
2015-12-31,2.2,3.8,0.0,130.0,0.1,6.7,-2.1,250,,3.6,,1,,1,1,,,,,
2016-01-01,3.3,0.3,8.0,100.0,2.1,5.0,-1.0,310,320,8.1,11.2,1,1,,,1,,,,
2016-01-02,4.2,0.0,0.0,100.0,0.6,2.8,-1.6,270,260,8.1,10.7,,,,,,,,,
2016-01-03,3.8,0.0,0.0,100.0,1.4,4.4,-3.2,260,240,7.6,10.3,,,,,,,,,
2016-01-04,5.7,0.0,0.0,80.0,-3.6,-0.5,-13.2,350,360,9.4,12.5,,,,,,,,,
2016-01-05,3.2,0.0,0.0,80.0,-10.4,-3.2,-15.5,340,340,8.9,10.7,,,,,,,,,
2016-01-06,2.1,0.0,0.0,80.0,-4.7,5.0,-11.0,220,250,4.0,5.8,,,,,,,,,
2016-01-07,1.0,0.0,0.0,80.0,-2.4,3.9,-11.0,30,40,3.1,3.6,,,,,,,,,
2016-01-08,3.1,0.0,0.0,80.0,-2.7,3.9,-8.2,70,90,7.2,8.9,,,,,,,,,
2016-01-09,2.2,1.8,5.0,80.0,1.1,2.2,-1.0,50,60,6.3,7.6,1,,,,,,,,
2016-01-10,6.2,51.8,0.0,80.0,4.7,11.1,1.1,140,160,16.1,21.9,1,,1,,,,,,
2016-01-11,6.4,0.0,0.0,0.0,3.6,8.3,-4.9,270,240,11.6,16.1,,,,,,,,,
2016-01-12,3.0,14.5,155.0,0.0,-3.8,2.8,-7.1,280,280,12.5,15.2,1,,,,,,,,
2016-01-13,6.5,0.3,15.0,130.0,-3.4,-2.7,-8.8,290,300,13.9,19.7,1,,,,1,1,,,
2016-01-14,3.5,0.0,0.0,100.0,-6.7,-2.1,-9.3,270,260,6.7,8.5,,,,,,,,,
2016-01-15,1.3,0.0,0.0,100.0,-5.6,-1.0,-12.1,240,230,4.0,5.4,,,,,,,,,
2016-01-16,3.3,14.0,89.0,100.0,-2.1,-0.5,-3.2,350,360,8.1,10.7,1,1,,1,,,,,
2016-01-17,2.3,0.0,0.0,180.0,-1.4,0.0,-3.8,340,340,4.5,5.4,,,,,,,,,
2016-01-18,4.7,2.8,64.0,150.0,-3.9,-2.7,-8.8,270,290,10.3,12.5,1,,,,1,,,,
2016-01-19,5.4,0.0,0.0,200.0,-8.7,-7.7,-11.0,290,310,13.0,16.5,,,,,1,1,,,
2016-01-20,5.2,0.0,0.0,180.0,-6.6,-2.1,-9.3,320,310,11.2,17.4,,,,,,,,,
2016-01-21,3.3,0.0,0.0,180.0,-7.7,-2.7,-16.6,310,340,10.3,13.9,,,,,,,,,
2016-01-22,3.8,0.0,0.0,180.0,-8.3,-1.0,-17.1,340,300,8.9,11.2,,,,,,,,,
2016-01-23,5.0,0.0,0.0,180.0,-7.7,-6.6,-9.9,360,360,8.9,11.6,,,,,,,,,
2016-01-24,4.5,0.0,0.0,150.0,-5.7,1.7,-9.3,360,360,11.6,15.7,,,,,,,,,
2016-01-25,1.9,0.0,0.0,150.0,-2.3,1.1,-8.2,150,150,4.0,5.4,,,,,,,,,
2016-01-26,3.4,0.0,0.0,150.0,2.0,8.3,-2.1,190,190,7.6,11.6,,,,,,,,,
2016-01-27,3.8,0.0,0.0,100.0,5.3,7.8,-4.9,260,280,8.9,12.1,,,,,,,,,
2016-01-28,2.1,0.0,0.0,100.0,-2.4,2.8,-8.8,170,190,7.2,9.8,,,,,,,,,
2016-01-29,1.7,0.0,0.0,100.0,0.4,1.7,-1.6,330,320,4.5,5.8,1,1,,,,,,,
2016-01-30,2.6,0.3,0.0,80.0,1.0,4.4,-3.2,180,320,5.8,8.5,,1,,,,,,,
2016-01-31,2.6,0.0,0.0,80.0,4.2,10.6,1.1,210,210,6.7,9.4,,,,,,,,,
2016-02-01,3.9,0.0,0.0,50.0,7.2,15.0,-0.5,240,250,11.6,17.0,,,,,,,,,
2016-02-02,2.2,0.0,0.0,0.0,2.9,8.9,-3.8,60,290,5.8,7.2,,,,,,,,,
2016-02-03,4.0,20.1,0.0,0.0,2.7,10.0,-0.5,200,190,9.8,13.9,1,1,,,,,,,
2016-02-04,2.2,0.0,0.0,0.0,7.5,12.8,3.3,260,270,6.7,8.9,1,,,,,,,,
2016-02-05,5.0,13.5,224.0,0.0,1.8,5.6,-6.6,340,340,10.7,13.4,1,,1,,,,,,
2016-02-06,3.1,0.0,0.0,150.0,-4.3,1.7,-11.6,210,200,6.3,8.9,,,,,,,,,
2016-02-07,3.3,0.0,0.0,100.0,0.4,6.7,-6.0,50,50,8.1,11.2,,,,,,,,,
2016-02-08,7.0,6.1,112.0,100.0,-5.4,-2.1,-8.8,10,340,10.7,13.9,1,,,,,,,,
2016-02-09,2.7,1.5,20.0,150.0,-6.3,-3.2,-10.5,20,20,8.1,9.8,1,,,,1,,,,
2016-02-10,2.0,0.0,0.0,150.0,-4.6,1.1,-10.5,160,250,4.5,6.3,,,,,,,,,
2016-02-11,3.1,2.8,43.0,130.0,-3.4,-1.0,-14.9,300,320,8.1,11.2,1,,,,1,,,,
2016-02-12,2.8,0.0,0.0,150.0,-12.2,-6.0,-18.8,290,290,7.6,10.3,,,,,,,,,
2016-02-13,5.2,0.0,0.0,150.0,-10.7,-5.5,-22.7,290,290,11.2,14.3,,,,,1,,,,
2016-02-14,4.9,0.0,0.0,130.0,-18.2,-11.0,-23.2,320,340,9.4,12.5,,,,,1,,,,
2016-02-15,2.2,3.6,48.0,130.0,-15.1,-5.5,-23.2,160,150,4.5,5.8,1,,,,1,,,,
2016-02-16,5.1,21.1,43.0,180.0,-1.2,10.0,-7.1,150,140,14.3,20.1,1,,1,1,,,,,
2016-02-17,2.9,0.0,0.0,30.0,4.9,8.3,-1.0,260,260,7.2,10.3,,,,,,,,,
2016-02-18,5.4,0.0,0.0,0.0,-0.8,0.6,-6.0,350,350,8.1,10.3,,,,,,,,,
2016-02-19,3.1,0.0,0.0,0.0,-3.8,2.2,-9.9,240,200,7.6,8.9,1,,,,,,,,
2016-02-20,4.9,3.6,8.0,0.0,4.5,11.7,-1.6,180,190,8.1,12.1,1,,,,,,,,
2016-02-21,4.0,0.0,0.0,0.0,7.8,11.1,-1.6,290,270,8.9,13.4,,,,,,,,,
2016-02-22,3.1,0.0,0.0,0.0,0.1,3.3,-5.5,30,10,5.4,8.5,,,,,,,,,
2016-02-23,3.6,0.0,0.0,0.0,-3.9,1.7,-8.8,70,40,6.3,8.5,,,,,,,,,
2016-02-24,3.7,21.3,23.0,30.0,0.1,1.7,-1.6,30,30,6.3,7.6,1,,,1,,,,,
2016-02-25,6.4,12.4,0.0,0.0,7.2,11.7,1.7,180,170,10.7,16.5,1,,1,,,,1,,
2016-02-26,6.4,0.0,0.0,0.0,2.6,5.0,-8.2,290,280,10.3,13.4,,,,,,,,,
2016-02-27,3.8,0.0,0.0,0.0,-5.3,1.7,-10.5,190,200,7.6,11.2,,,,,,,,,
2016-02-28,3.8,0.0,0.0,0.0,4.3,10.0,-0.5,270,220,7.2,9.8,1,,,,,,,,
2016-03-01,3.8,0.0,0.0,0.0,2.2,6.1,-2.7,300,300,12.5,16.5,,,,,,,,,
2016-03-02,6.6,23.4,5.0,0.0,3.4,9.4,-7.1,280,270,13.0,16.1,1,,,,,,,,
2016-03-03,4.5,0.0,0.0,0.0,-5.9,-1.6,-10.5,360,310,8.9,12.5,,,,,,,,,
2016-03-04,4.1,0.0,0.0,0.0,-6.7,-3.2,-9.9,350,50,6.7,9.4,,,,,,,,,
2016-03-05,4.2,0.0,0.0,0.0,-3.2,2.2,-7.1,360,360,9.4,12.5,,,,,,,,,
2016-03-06,2.2,0.0,0.0,0.0,-0.7,3.9,-4.3,160,130,6.3,8.1,,,,,,,,,
2016-03-07,2.7,1.5,8.0,0.0,0.2,4.4,-2.7,220,210,7.6,13.9,1,,,,1,,,,
2016-03-08,2.0,0.0,0.0,0.0,2.1,8.9,-3.8,190,180,6.7,8.9,1,,,,,,,,
2016-03-09,3.5,0.0,0.0,0.0,8.7,18.9,4.4,230,230,5.8,8.5,,,,,,,,,
2016-03-10,3.0,18.0,0.0,0.0,14.0,18.9,5.0,90,260,7.6,9.8,1,,,,,,,,
2016-03-11,3.4,3.3,0.0,0.0,6.8,12.8,1.7,340,340,7.6,9.8,1,,,,,,,,
2016-03-12,3.5,0.0,0.0,0.0,3.9,9.4,-2.7,180,200,9.8,12.5,,,,,,,,,
2016-03-13,5.4,0.0,0.0,0.0,10.0,15.6,3.9,320,350,11.2,14.3,,,,,,,,,
2016-03-14,4.9,0.8,0.0,0.0,3.2,4.4,-1.0,100,90,8.1,10.7,1,,,,,,,,
2016-03-15,5.6,20.8,0.0,0.0,4.1,5.6,3.3,60,70,8.9,12.1,1,,,,,,,,
2016-03-16,4.3,2.0,0.0,0.0,6.8,11.7,3.9,60,20,8.9,10.7,1,,,,,,,,
2016-03-17,2.7,4.1,0.0,0.0,8.2,12.8,3.3,300,300,8.1,12.5,1,,,,,,1,,
2016-03-18,4.8,0.3,0.0,0.0,6.6,11.1,-0.5,310,310,10.3,13.0,,,,,,,,1,
2016-03-19,4.1,0.0,0.0,0.0,0.2,5.6,-4.9,350,10,7.2,9.8,,,,,,,,,
2016-03-20,2.6,0.0,0.0,0.0,-2.2,1.7,-6.6,160,150,5.8,8.1,,,,,,,,,
2016-03-21,4.3,7.9,160.0,80.0,-0.7,4.4,-3.2,310,280,8.1,10.3,1,,,,1,,,,
2016-03-22,5.1,0.0,0.0,50.0,1.8,7.8,-2.7,290,300,10.7,13.9,,,,,,,,,
2016-03-23,3.6,0.0,0.0,0.0,6.6,11.1,2.8,350,350,7.6,9.8,,,,,,,,,
2016-03-24,5.2,1.5,8.0,0.0,0.8,2.8,-2.1,70,80,7.2,10.3,1,,,1,1,,,,
2016-03-25,2.6,4.1,0.0,0.0,-1.2,2.2,-3.2,40,30,5.8,7.2,1,,,1,,,,,
2016-03-26,3.0,0.0,0.0,0.0,2.2,5.6,0.0,90,40,5.8,7.6,,,,,,,,,
2016-03-27,1.7,0.0,0.0,0.0,2.4,6.1,-0.5,140,150,6.7,8.5,,,,,,,,,
2016-03-28,3.2,23.4,0.0,0.0,3.1,6.1,0.6,70,60,6.7,8.9,1,,,,,,,,
2016-03-29,7.2,0.0,0.0,0.0,5.6,8.3,1.1,320,340,14.3,19.2,,,,,,,,,
2016-03-30,3.7,0.0,0.0,0.0,3.6,9.4,-4.3,180,190,8.9,12.5,,,,,,,,,
2016-03-31,4.6,0.0,0.0,0.0,11.2,22.2,6.7,230,220,10.7,15.7,,,,,,,,,
2016-04-01,4.7,1.8,0.0,0.0,13.2,17.8,10.6,180,170,10.3,13.4,1,,,,,,,,
2016-04-02,2.6,1.3,0.0,0.0,9.8,11.7,2.8,190,200,6.3,8.5,1,,,,,,,,
2016-04-03,7.2,0.5,5.0,0.0,1.7,3.3,-6.6,310,280,16.5,21.9,1,,1,,,,,,
2016-04-04,1.9,1.5,28.0,0.0,-5.5,-3.8,-8.2,360,10,5.4,6.7,1,,,,,,,,
2016-04-05,4.7,0.0,0.0,30.0,-2.8,2.8,-7.1,340,310,9.4,13.4,,,,,,,,,
2016-04-06,3.7,0.5,5.0,0.0,-1.4,4.4,-8.2,190,200,8.9,11.6,1,,,,,,,,
2016-04-07,6.8,12.2,0.0,0.0,6.5,10.0,4.4,150,160,13.9,20.1,1,,,,,,,,
2016-04-08,5.1,0.0,0.0,0.0,8.9,12.8,1.7,240,230,10.3,14.3,1,,,,,,,,
2016-04-09,4.2,0.0,0.0,0.0,3.0,8.3,-3.2,340,360,10.7,13.9,,,,,,,,,
2016-04-10,4.3,0.0,0.0,0.0,2.2,8.3,-2.7,330,340,9.8,12.5,,,,,,,,,
2016-04-11,4.0,0.3,0.0,0.0,4.9,10.0,0.0,180,160,8.9,12.1,,,,,,,,,
2016-04-12,3.5,6.4,0.0,0.0,9.3,11.1,0.0,300,310,9.4,11.6,1,,,,1,,,,
2016-04-13,2.8,0.0,0.0,0.0,5.2,12.2,-2.1,360,340,7.2,9.8,,,,,,,,,
2016-04-14,4.2,0.0,0.0,0.0,6.3,13.3,1.7,30,40,8.1,14.8,,,,,,,,,
2016-04-15,5.6,0.0,0.0,0.0,7.3,15.0,1.7,350,30,10.3,17.4,,,,,,,,,
2016-04-16,3.6,0.0,0.0,0.0,8.3,15.6,1.7,30,40,8.1,14.3,,,,,,,,,
2016-04-17,2.2,0.0,0.0,0.0,7.2,15.6,-1.0,180,160,6.3,7.6,,,,,,,,,
2016-04-18,2.5,0.8,0.0,0.0,9.7,18.3,2.2,140,110,5.8,7.2,,,,,,,,,
2016-04-19,2.9,4.1,0.0,0.0,8.0,13.9,5.0,340,350,8.9,11.6,1,,,,,,,,
2016-04-20,4.4,0.0,0.0,0.0,9.0,15.0,2.8,360,340,9.8,12.5,,,,,,,,,
2016-04-21,2.5,0.0,0.0,0.0,10.3,20.0,0.0,160,150,6.7,8.5,,,,,,,,,
2016-04-22,1.3,0.0,0.0,0.0,12.7,20.0,6.7,150,150,5.8,7.2,,,,,,,,,
2016-04-23,4.8,0.3,0.0,0.0,13.3,17.8,6.1,330,330,11.2,13.0,,,,,,,,,
2016-04-24,4.1,0.0,0.0,0.0,8.5,13.9,0.6,350,340,9.4,16.1,,,,,,,,,
2016-04-25,3.7,0.0,0.0,0.0,7.7,16.7,-2.1,170,190,8.1,13.9,,,,,,,,,
2016-04-26,2.8,10.2,56.0,0.0,4.0,7.2,-1.0,50,,6.3,,1,1,1,,1,,,,
2016-04-27,3.4,0.0,0.0,30.0,4.6,13.3,-2.7,280,290,9.4,12.5,,,,,,,,,
2016-04-28,2.9,0.0,0.0,0.0,5.4,9.4,-1.6,180,150,7.2,8.9,,,,,,,,,
